GeneStart	GeneEnd	Chromosome	HGNCsymbol
39292311 39304004 19 LGALS4
109190912 109204148 1 HENMT1
109625378 109775915 9 ZNF462
36185819 36235568 1 CLSPN
14903302 14946188 19 OR7A5
53901093 53916229 3 ACTR8
18802991 18813000 16 ARL6IP1
48488114 48507115 3 ATRIP
14909958 14911023 19 OR7C1
14951760 14952689 19 OR7A10
40177594 40217383 17 ZNF385C
14991138 14992264 19 OR7A17
15606162 15683302 4 FBXL5
15052301 15053260 19 OR7C2
178977559 179037027 5 RUFY1
54024235 54083523 19 ZNF331
34679426 34820721 20 EPB41L1
155629237 155658791 1 YY1AP1
53585102 53601091 12 ITGB7
20448452 20551995 2 PUM2
39306062 39322645 19 ECH1
15060846 15133802 19 SLC1A6
73945189 74025651 14 HEATR4
114710009 114927437 10 TCF7L2
109234945 109244425 1 PRPF38B
110045418 110094475 9 RAD23B
99218081 99258551 10 MMS19
124191200 124222314 8 FAM83A
4430371 4462338 12 C12orf5
13359424 13390297 10 SEPHS1
74003818 74010498 14 ACOT1
15121556 15134081 19 CCDC105
49808176 50051190 22 C22orf34
51706880 51722759 14 TMX1
15160195 15169104 19 CASP14
15197791 15199032 19 OR1I1
4477393 4488894 12 FGF23
4537321 4554780 12 FGF6
37620111 37637283 8 PROSC
15218214 15225799 19 SYDE1
89557325 89624176 16 SPG7
125825691 125933230 11 CDON
109255279 109285365 1 FNDC7
110247133 110252763 9 KLF4
81071684 81244117 15 KIAA1199
65563351 65642107 12 LEMD3
111616871 111619239 9 ACTL7B
19556979 19873735 12 AEBP2
111624603 111626035 9 ACTL7A
4596894 4647674 12 C12orf4
12290124 12572099 1 VPS13D
109289296 109352148 1 STXBP3
16592851 16707767 17 CCDC144A
32597240 32599261 17 CCL7
50166931 50221160 22 BRD1
15225795 15236596 19 ILVBL
36273773 36323491 1 AGO4
74034324 74042357 14 ACOT2
47269851 47290396 11 NR1H3
241938255 242034983 2 SNED1
155538813 155572218 3 SLC33A1
57371509 57390614 4 ARL9
81239667 81282219 15 MESDC2
57396775 57469673 4 THEGL
39327028 39342987 19 HNRNPL
111629797 111696396 9 IKBKAP
126071993 126081587 11 RPUSD4
32612687 32615353 17 CCL11
34824381 34858840 20 AAR2
51955818 52197445 14 FRMD6
170335688 170382432 2 BBS5
35680437 35835988 3 ARPP21
48756522 48826025 2 STON1
50247490 50283726 22 ZBED4
105190523 105213662 14 ADSSL1
18816175 18937776 16 SMG1
130152389 130182692 6 TMEM244
57514155 57548065 4 HOPX
76924538 76935513 5 OTP
95679119 96079599 4 BMPR1B
54156574 55108584 3 CACNA2D3
36335409 36395211 1 AGO1
43393800 43823185 2 THADA
54135310 54140263 19 DPRX
50293877 50312106 22 ALG12
57702099 57723975 16 GPR97
76986991 77164604 5 TBCA
55433141 55501435 7 LANCL2
89627065 89630950 16 RPL13
34894258 35157040 20 DLGAP4
124232196 124253638 8 C8orf76
128828713 128853386 7 SMO
109358520 109506106 1 AKNAD1
78147007 78285919 11 NARS2
74058410 74063200 14 ACOT4
74077649 74086592 14 ACOT6
32902406 32908847 6 HLA-DMB
70579282 70747299 8 SLCO5A1
124238431 124279627 8 ZHX1-C8ORF76
111696461 111713024 9 FAM206A
126081309 126132881 11 FAM118B
81293295 81296342 15 MESDC1
15270444 15311792 19 NOTCH3
130334844 130462594 6 L3MBTL3
81299374 81441516 15 C15orf26
74111578 74170435 14 DNAL1
54296857 54327648 19 NLRP12
124260696 124287781 8 ZHX1
170366212 170382772 2 KLHL41
76210267 76221717 17 BIRC5
39358470 39368919 19 RINL
70963886 70983928 8 PRDM14
50311815 50321188 22 CRELD2
78363876 79151992 11 TENM4
4647950 4669214 12 RAD51AP1
20522179 20837315 12 PDE3A
57676026 57687908 4 SPINK2
109417972 109477167 1 GPSM2
126132814 126139039 11 SRPR
96083655 96470357 4 UNC5C
128864864 129070052 7 AHCYL2
111704851 111775809 9 CTNNAL1
77296349 77590579 5 AP3B1
155657751 155708801 1 DAP3
89642176 89663654 16 CPNE7
37641709 37702414 8 GPR124
54369477 54379691 19 MYADM
82443053 82444906 11 FAM181B
3052908 3063105 19 AES
135596117 135659604 2 ACMSD
57728705 57765717 16 CCDC135
242011584 242041747 2 MTERFD2
71021997 71316040 8 NCOA2
81451916 81605104 15 IL16
20848289 20906320 12 SLCO1C1
40253422 40264751 17 DHX58
36396319 36538101 1 AGO3
48506445 48509044 3 TREX1
82534544 82681626 11 PRCP
57774075 57802010 4 REST
3094408 3124002 19 GNA11
54382444 54410906 19 PRKCG
15337730 15344246 19 EPHX3
124332090 124428590 8 ATAD2
15683285 15707188 4 FAM200B
111777432 111882225 9 TMEM245
170386259 170430385 2 FASTKD1
50354161 50357728 22 PIM3
3136191 3163767 19 GNA15
55503749 55640681 7 VOPP1
184089723 184095932 3 THPO
109472130 109506111 1 CLCC1
3172344 3180329 19 S1PR4
57829536 57844989 4 NOA1
35169887 35178228 20 MYL9
56469775 56560506 5 GPBP1
111892573 111929571 9 FRRS1L
15347647 15443356 19 BRD4
37700786 37707422 8 BRF2
12627939 12677737 1 DHRS3
35201891 35222353 20 TGIF2
39369197 39390502 19 SIRT2
93053799 93204042 7 CALCR
111934255 112083244 9 EPB41L4B
32916390 32936871 6 HLA-DMA
35202956 35240787 20 TGIF2-C20orf24
96761239 96762625 4 PDHA2
125822412 125916837 3 ALDH1L1
126138950 126148026 11 FOXRED1
3185561 3209573 19 NCLN
98105244 99064391 4 STPG2
35234137 35240960 20 C20orf24
80787311 80798454 17 ZNF750
15704573 15739936 4 BST1
24836158 25021253 7 OSBPL3
82611017 82669319 11 C11orf82
57843888 57897334 4 POLR2B
57769642 57791162 16 KATNB1
74178494 74181128 14 PNMA1
48509197 48542259 3 SHISA5
179041179 179061785 5 HNRNPH1
80900031 81009686 17 B3GNTL1
81601394 81616524 15 STARD5
12704566 12727097 1 AADACL4
135675805 135716912 2 CCNT2
12776118 12788726 1 AADACL3
112137746 112260590 9 PTPN3
37716136 37756985 8 RAB11FIP1
12806163 12823847 1 C1orf158
18995256 19075264 16 TMC7
36549676 36553876 1 TEKT2
35240721 35274619 20 SLA2
184097861 184108524 3 CHRD
15464196 15490609 19 AKAP8
109512836 109584850 1 WDR47
89679716 89704839 16 DPEP1
36554476 36559533 1 ADPRHL2
74181825 74256988 14 ELMSAN1
76227391 76237068 17 TMEM235
82684175 82782965 11 RAB30
36560837 36590821 1 COL8A2
81623558 81666554 15 TMC3
3224701 3297074 19 CELF5
112403068 112713755 9 PALM2
76352864 76356158 17 SOCS3
52292913 52446060 14 GNG2
24600484 24602058 14 FITM1
53604354 53626764 12 RARG
89710839 89724253 16 CHMP1A
36602173 36615098 1 TRAPPC3
109605108 109618624 1 TAF13
71485677 71520622 8 TRAM1
92524896 92572965 14 ATXN3
12834984 12838049 1 PRAMEF12
109632425 109639556 1 TMEM167B
12851546 12856777 1 PRAMEF1
55861237 55930482 7 SEPT14
112542589 112934792 9 PALM2-AKAP2
99182535 99365012 4 RAP1GDS1
191178952 191179245 3 PYDC2
100041531 100043824 12 FAM71C
32936437 32949282 6 BRD2
12884468 12891264 1 PRAMEF11
12907261 12908578 1 HNRNPCL1
89724210 89737680 16 SPATA33
109648573 109656479 1 C1orf194
55955169 56009918 7 ZNF713
19078921 19091417 16 COQ7
12916941 12921764 1 PRAMEF2
24605367 24608176 14 PSME1
12939045 12946025 1 PRAMEF4
40265126 40273376 17 KAT2A
1397865 1420182 17 INPP5K
50432942 50451088 22 IL17REL
12952727 12958101 1 PRAMEF10
52456193 52471420 14 C14orf166
12976450 12980569 1 PRAMEF7
35280169 35374481 20 NDRG3
135722061 135805038 2 MAP3K19
15779898 15854853 4 CD38
130465460 130686570 6 SAMD3
112542769 112934792 9 AKAP2
105219437 105234831 14 SIVA1
50453552 50495364 22 TTLL8
36621180 36646450 1 MAP7D1
12998181 13117751 1 PRAMEF6
112952328 112970469 9 C9orf152
37791799 37797647 8 GOT1L1
56019486 56067874 7 GBAS
89747145 89762772 16 CDK10
54952264 55001115 3 LRTM1
113006091 113018920 9 TXN
37820516 37824483 8 ADRB3
3359561 3469215 19 NFIC
16832849 16875432 17 TNFRSF13B
37887859 37917883 8 EIF4EBP1
82334119 82338482 15 MEX3B
36421836 36589499 3 STAC
82868030 82898493 11 PCF11
170440850 170497916 2 PPIG
55499743 55523973 3 WNT5A
100422233 100536626 12 UHRF1BP1L
113065801 113100127 9 TXNDC8
50497820 50524331 22 MLC1
57792129 57896957 16 KIFC3
109656301 109749401 1 KIAA1324
13035543 13038381 1 PRAMEF22
124428965 124479470 8 WDYHV1
48757064 49003654 2 STON1-GTF2A1L
19125254 19132946 16 ITPRIPL2
82422571 82555104 15 EFTUD1
74318547 74353530 14 PTGR2
77781038 78065844 5 LHFPL2
71547553 71581409 8 LACTB2
13328196 13331692 1 PRAMEF3
76374721 76421195 17 PGS1
4671370 4723325 12 DYRK4
37962760 38001594 8 ASH2L
126152960 126168740 11 TIRAP
13359819 13369057 1 PRAMEF5
40274756 40275371 17 HSPB9
81037567 81052864 17 METRNL
39390340 39399533 19 NFKBIB
71581600 71702606 8 XKR9
19179293 19279652 16 SYT17
24608174 24610797 14 EMC9
105235686 105262088 14 AKT1
40276994 40307035 17 RAB5C
126173647 126215644 11 DCPS
155719508 155829191 1 GON4L
57896939 57976551 4 IGFBP7
56775846 56778636 5 ACTBL2
242045514 242089679 2 PASK
78073032 78281910 5 ARSB
124510129 124553446 8 FBXO32
82904781 82971736 11 ANKRD42
15937192 15940363 4 FGFBP1
20963636 21243040 12 SLCO1B3
25159710 25164980 7 CYCS
3474405 3480540 19 C19orf77
15961866 15970932 4 FGFBP2
57749809 57756087 5 PLK2
19297061 19333467 16 CLEC19A
13386646 13390765 1 PRAMEF8
170501935 170550943 2 CCDC173
113127531 113342160 9 SVEP1
3490819 3500938 19 DOHH
13421176 13428191 1 PRAMEF9
35380194 35402221 20 DSN1
39405906 39440495 19 SARS2
47290712 47351582 11 MADD
99391518 99579780 4 TSPAN5
13447414 13452656 1 PRAMEF13
55542336 56502391 3 ERC2
24612574 24616779 14 PSME2
170550975 170558218 2 PHOSPHO2
100592900 100635643 12 ACTR6
50528308 50600119 22 MOV10L1
191857184 192485553 3 FGF12
13474689 13477522 1 PRAMEF18
130686879 130764208 6 TMEM200A
15490859 15529952 19 AKAP8L
13495254 13498260 1 PRAMEF16
131148546 131158275 6 SMLR1
109756540 109780791 1 SARS
32971955 32977389 6 HLA-DOA
72109668 72274467 8 EYA1
48555117 48599448 3 PFKFB4
93220885 93540577 7 GNGT1
104697517 104698980 12 EID3
124657767 124665190 8 KLHL38
89762751 89768113 16 SPATA2L
82555151 82577271 15 FAM154B
93514709 93520303 7 TFPI2
82635130 82641706 15 GOLGA6L10
184279572 184300197 3 EPHB3
124693034 124749647 8 ANXA13
25174316 25219975 7 C7orf31
89773542 89787394 16 VPS9D1
78293438 78531861 5 DMGDH
82722223 82731338 15 GOLGA6L9
104849073 105155792 12 CHST11
19421818 19510435 16 TMC5
113431051 113563859 9 MUSK
16945859 17120993 17 MPRIP
126225535 126310239 11 ST3GAL4
36753913 36781352 3 DCLK3
82970139 82997450 11 CCDC90B
82821158 82824972 15 RPS17
39421188 39423802 19 MRPS12
40308909 40333296 17 KCNH4
184428156 184429836 3 MAGEF1
192514604 192635950 3 MB21D2
15532319 15560762 19 WIZ
15964699 16086001 4 PROM1
170550998 170633499 2 KLHL23
109792641 109818372 1 CELSR2
52471521 52535712 14 NID2
76419778 76573476 17 DNAH17
99792835 99851788 4 EIF4E
113635543 113800981 9 LPAR1
192958914 192995527 3 HRASLS
89786808 89807311 16 ZNF276
36868311 36986548 3 TRANK1
114089763 114090800 9 OR2K2
13516066 13526943 1 PRAMEF21
54412589 54447195 19 CACNG7
35405845 35492089 20 SOGA1
13641973 13648988 1 PRAMEF15
56019512 56024192 7 MRPS17
33032346 33048552 6 HLA-DPA1
54466294 54493469 19 CACNG8
3506271 3538328 19 FZR1
129074274 129128240 7 STRIP2
25264189 25268105 7 NPVF
13668269 13673511 1 PRAMEF14
155829300 155854990 1 SYT11
54495542 54515923 19 CACNG6
57917503 58005020 16 CNGB1
13694889 13698405 1 PRAMEF19
26191860 26226745 7 NFE2L3
13716092 13719089 1 PRAMEF17
56078744 56119297 7 PSPH
36690017 36770958 1 THRAP3
39432044 39466550 19 FBXO17
129142320 129152773 7 SMKR1
124780696 124827692 8 FAM91A1
13736907 13747803 1 PRAMEF20
131160487 131384462 6 EPB41L2
13801445 13840543 1 LRRC38
5990855 6020150 10 IL15RA
170648443 170668574 2 SSB
54544079 54567207 19 VSTM1
52734431 52743442 14 PTGDR
39481354 39523425 19 FBXO27
35504524 35522638 20 TLDC2
26229547 26241149 7 HNRNPA2B1
13480484 13570974 10 BEND7
155867599 155881195 1 RIT1
38001167 38008783 8 STAR
129251555 129396922 7 NRF1
13909960 13944452 1 PDPN
36771988 36790484 1 SH3D21
3538259 3574288 19 MFSD12
15562435 15575382 19 RASAL3
83205504 83209315 15 RPS17L
74353320 74399214 14 ZNF410
54573149 54584634 19 TARM1
38020839 38034248 8 LSM1
114122972 114247025 9 KIAA0368
50609160 50618723 22 PANX2
109822178 109825808 1 PSRC1
56119323 56131682 7 CCT6A
36787632 36789755 1 EVA1B
135809835 135933964 2 RAB3GAP1
37027357 37034795 3 EPM2AIP1
53645035 53648189 12 MFSD5
35518632 35580246 20 SAMHD1
54597933 54606000 19 OSCAR
15579456 15609767 19 PGLYRP2
19513015 19533467 16 GDE1
115310596 115349361 10 HABP2
38034051 38070819 8 BAG4
50624344 50638027 22 TRABD
36805225 36851497 1 STK40
3539152 3544028 19 C19orf71
109834987 109849663 1 MYBPHL
48128455 48164823 12 RAPGEF3
99916771 99983964 4 METAP1
57787262 57792917 5 GAPT
14026693 14151574 1 PRDM2
4724674 4758213 12 AKAP3
58010339 58022020 16 TEPP
53662083 53687427 12 ESPL1
54606036 54612564 19 NDUFA3
192992579 193096632 3 ATP13A5
155882834 155904191 1 KIAA0907
33043703 33054978 6 HLA-DPB1
52781023 52795324 14 PTGER2
20968673 21245679 12 SLCO1B7
62066976 62944053 4 LPHN3
15619304 15663128 19 CYP4F22
19535133 19564730 16 CCP110
52897308 53019240 14 TXNDC16
38082736 38133076 8 DDHD2
89803957 89883065 16 FANCA
54610320 54619055 19 TFPT
114287439 114340124 9 ZNF483
58028572 58034357 16 ZNF319
124864227 125132302 8 FER1L6
109852192 109940573 1 SORT1
30875961 30881883 6 GTF2H4
126061478 126076285 3 KLF15
126293254 126873355 11 KIRREL3
78365540 78385289 5 BHMT2
242088991 242123067 2 PPP1R7
155911480 155912625 1 RXFP4
125324231 125384933 8 TMEM65
58033450 58055522 16 USB1
83211951 83317612 15 CPEB1
126113782 126155399 3 CCDC37
4758261 4798454 12 NDUFA9
184529931 184770402 3 VPS8
36856839 36863493 1 LSM10
99992132 100009952 4 ADH5
56591189 56655846 3 CCDC66
114312002 114362135 9 PTGR1
3572775 3579086 19 HMG20B
57878048 58155213 5 RAB3C
179068545 179072047 5 C5orf60
109941653 109969062 1 PSMA5
102178365 102213103 7 POLR2J3
129470572 129592789 7 UBE2H
48599160 48601206 3 UCN2
36881428 36916086 1 OSCP1
105196331 105352522 12 SLC41A2
179105584 179107975 5 CBY3
15751707 15773635 19 CYP4F3
105266933 105271049 14 ZBTB42
114393632 114432508 9 DNAJC25
47352957 47374253 11 MYBPC3
110009180 110024759 1 SYPL2
35624752 35724398 20 RBL1
114393666 114432509 9 DNAJC25-GNG10
39616410 39673456 19 PAK4
125463048 125474391 8 TRMT12
114423615 114432526 9 GNG10
50656118 50683421 22 TUBGCP6
125486979 125500155 8 RNF139
102191679 102202755 7 SPDYE2
58059470 58080805 16 MMP15
37034823 37107380 3 MLH1
1421012 1466110 17 PITPNA
110026101 110035426 1 ATXN7L2
216225163 216300895 2 FN1
39687601 39692524 19 NCCRP1
128328656 128457453 11 ETS1
39693471 39694906 19 SYCN
40336078 40337470 17 HCRT
105331617 105363107 14 CEP170B
39734246 39735646 19 IFNL3
179105629 179157926 5 CANX
39759154 39760732 19 IFNL2
15783567 15807984 19 CYP4F12
110036674 110045554 1 CYB561D1
39786965 39789313 19 IFNL1
39797208 39805976 19 LRFN1
114448453 114557288 9 C9orf84
17104309 17109629 17 PLD6
21284136 21392180 12 SLCO1B1
125500726 125551699 8 TATDN1
40340817 40346531 17 GHDC
102220093 102257204 7 RASA4
83328033 83378666 15 AP3B2
110046797 110052360 1 AMIGO1
128556430 128683162 11 FLI1
58147496 58163354 16 C16orf80
48601506 48632700 3 COL7A1
39818993 39833012 19 GMFG
72753784 72756703 8 MSC
19566562 19718115 16 C16orf62
110082494 110091028 1 GPR61
83166055 85338966 11 DLG2
129658126 129691291 7 ZC3HC1
114659046 114697649 9 UGCG
43449541 43453748 2 ZFP36L2
48844937 48960287 2 GTF2A1L
58191811 58231824 16 CSNK2A2
54618837 54635140 19 PRPF31
36921319 36930038 1 MRPS15
110091233 110136975 1 GNAI3
242127924 242164792 2 ANO7
58264865 59817947 5 PDE4D
115348475 115423886 10 NRAP
72932152 72987852 8 TRPA1
167784 207428 11 BET1L
21417534 21572528 12 SLCO1A2
58265061 58317740 16 CCDC113
43864412 43995126 2 PLEKHH2
100044808 100078949 4 ADH4
17115526 17140502 17 FLCN
110145889 110155679 1 GNAT2
179159851 179223512 5 MAML1
15838834 15839862 19 OR10H2
15852203 15853153 19 OR10H3
65140975 65275186 4 TECRL
155916630 155976861 1 ARHGEF2
15904761 15905892 19 OR10H5
7128660 7137864 17 DVL2
15917817 15918936 19 OR10H1
39833036 39876350 19 SAMD4B
179220981 179223648 5 LTC4S
114803065 114937688 9 SUSD1
15988833 16008930 19 CYP4F2
73449626 73850584 8 KCNB2
126156444 126194762 3 ZXDC
3585551 3593539 19 GIPC3
35729629 35807991 20 MROH8
3594504 3606838 19 TBXA2R
100123795 100140694 4 ADH6
54641444 54659419 19 CNOT3
73921099 73960357 8 TERF1
1472561 1532180 17 SLC43A2
89884587 89937727 16 SPIRE2
100941390 101039404 3 IMPG2
24615892 24629870 14 RNF31
100597447 100660857 12 DEPDC4
36931644 36948879 1 CSF3R
58313901 58328951 16 PRSS54
53019866 53104431 14 GPR137C
53689075 53693234 12 PFDN5
14925200 15444539 1 KAZN
58328984 58440048 16 GINS3
3610639 3626813 19 CACTIN
50683612 50689834 22 HDAC10
193080 194573 11 SCGB1C1
93551011 93557922 7 GNG11
125551344 125580751 8 NDUFB9
196738 200261 11 ODF3
47376411 47400127 11 SPI1
35806813 35870022 20 RPN2
114980715 115095947 9 PTBP3
15479028 15546976 1 TMEM51
135894486 136288806 2 ZRANB3
93592074 93633694 7 BET1
40351186 40428725 17 STAT5B
100197524 100212185 4 ADH1A
105391153 105399574 14 PLD4
54658899 54663620 19 LENG1
15490840 15497813 1 C1orf195
16023177 16045677 19 CYP4F11
48147699 48176536 12 SLC48A1
66185281 66536213 4 EPHA5
170666591 170681441 2 METTL5
128706210 128737268 11 KCNJ1
110158726 110174673 1 AMPD2
207511 215113 11 RIC8A
26240782 26252976 7 CBX3
193119866 193310900 3 ATP13A4
99258625 99330966 10 UBTD1
3630181 3700477 19 PIP5K1C
47428683 47438047 11 SLC39A13
94023873 94060544 7 COL1A2
128761251 128790930 11 KCNJ5
83424114 83474822 15 FSD2
78407602 78428108 5 BHMT
56131695 56148363 7 SUMF2
115142217 115234690 9 HSDL2
128769460 128775930 11 C11orf45
100660918 100735502 12 SCYL2
83478380 83503611 15 WHAMM
17150141 17184607 17 COPS3
128804626 128813040 11 TP53AIP1
26331541 26413949 7 SNX10
73976775 74036323 8 SBSPON
115196096 115249484 9 C9orf147
54663846 54676944 19 TMC4
26572740 26578407 7 KIAA0087
83509838 83654661 15 HOMER2
26677490 26686889 7 C7orf71
125563031 125740730 8 MTSS1
37261128 37499730 1 GRIK3
74202506 74208024 8 RPL7
115249127 115431677 9 KIAA1958
39876492 39881835 19 PAF1
6052652 6104288 10 IL2RA
101043049 101232085 3 SENP7
242166679 242256476 2 HDLBP
115446206 115480516 9 INIP
110198703 110208118 1 GSTM4
26706681 27034858 7 SKAP2
15573768 15726779 1 FHAD1
155978839 155990750 1 SSR2
35879489 35890238 20 GHRH
3708107 3750811 19 TJP3
30876019 30894236 6 VARS2
126200124 126236616 3 UROC1
115513118 115643951 9 SNX30
35918041 35945663 20 MANBAL
56654161 56717265 3 FAM208A
53106634 53162618 14 ERO1L
115641200 115653193 9 SLC46A2
129710350 129775560 7 KLHDC10
115800660 115819039 9 ZFP37
100226121 100242558 4 ADH1B
128834955 129149219 11 ARHGAP32
19714902 19729557 16 KNOP1
89940000 89977792 16 TCF25
115913222 115926417 9 SLC31A2
13628927 13672868 10 PRPF18
35973088 36034453 20 SRC
4829507 4960277 12 GALNT8
24630262 24635774 14 IRF9
47440320 47447993 11 PSMC3
7138347 7143041 17 PHF23
68337521 68411324 4 CENPC
110210644 110252171 1 GSTM2
4918342 4960277 12 KCNA6
5019071 5040527 12 KCNA1
40439565 40463961 17 STAT5A
85339629 85347580 11 TMEM126B
105403581 105444694 14 AHNAK2
83654959 83659809 15 FAM103A1
5153085 5155949 12 KCNA5
19727778 19868907 16 IQCK
27132612 27135615 7 HOXA1
99332198 99343641 10 ANKRD2
1537152 1549041 17 SCARF1
115923286 115983641 9 FKBP15
74206847 74237516 8 RDH10
37940153 37949980 1 ZC3H12A
156005092 156023585 1 UBQLN4
83657193 83680393 15 C15orf40
53693470 53700961 12 C12orf10
215458 236931 11 SIRT3
85359011 85367591 11 TMEM126A
99344080 99372559 10 HOGA1
53173890 53195305 14 PSMC6
21507893 21532912 12 IAPP
3750817 3761697 19 APBA3
76494911 76499138 17 DNAH17-AS1
15736391 15756839 1 EFHD2
37958176 37980375 1 MEAF6
115983808 116028674 9 SLC31A1
36120874 36156333 20 BLCAP
110230436 110251661 1 GSTM1
100333418 100356894 4 ADH7
50683879 50700254 22 MAPK12
74398204 74417117 14 FAM161B
116018115 116037869 9 CDC26
39881943 39891277 19 MED29
105380088 105443515 12 C12orf45
85370752 85393951 11 CREBZF
179224597 179233952 5 MGAT4B
89978527 89987385 16 MC1R
54677107 54693733 19 MBOAT7
129804555 129847610 7 TMEM209
129245835 129322171 11 BARX2
83685174 83736106 15 BTBD1
5541278 5630702 12 NTF3
116037623 116055185 9 PRPF4
125985540 125991631 8 ZNF572
21590549 21623300 12 PYROXD1
19868616 19897489 16 GPRC5B
39897453 39900052 19 ZFP36
38000050 38019903 1 SNIP1
15764935 15775737 1 CTRC
110254864 110318050 1 GSTM5
100432161 100463460 4 C4orf17
36149617 36152092 20 NNAT
156024543 156028301 1 LAMTOR2
38022520 38032458 1 DNALI1
85394893 85397320 11 CCDC89
76670130 76778379 17 CYTH1
3762662 3768573 19 MRPL54
33130458 33160276 6 COL11A2
116059373 116065656 9 RNF183
3769087 3772233 19 RAX2
105452112 105476819 14 C14orf79
44001178 44037149 2 DYNC2LI1
5641035 6055398 12 ANO2
129685714 129729898 11 TMEM45B
58496750 58547532 16 NDRG4
47459308 47470730 11 RAPSN
126010739 126034525 8 SQLE
83776159 83813606 15 TM6SF1
105413568 105478355 12 ALDH1L2
126243126 126262134 3 CHST13
110276554 110284384 1 GSTM3
37094117 37225180 3 LRRFIP2
131456806 131604675 6 AKAP7
126245842 126277808 3 C3orf22
116075502 116102578 9 WDR31
156030951 156040295 1 RAB25
126290622 126373998 3 TXNRD3
74416629 74430373 14 COQ6
54693789 54697585 19 TSEN34
3777971 3802127 19 MATK
140071011 140078889 5 HARS2
6058040 6233936 12 VWF
74332604 74659943 8 STAU2
48176505 48226915 12 HDAC7
131894284 131905472 6 ARG1
116111821 116133513 9 BSPRY
156041804 156051789 1 MEX3A
36322408 36500531 20 CTNNBL1
100750857 100815837 12 SLC17A8
100467866 100485189 4 TRMT10A
116135699 116139279 9 HDHD3
129733531 129765485 11 NFRKB
110292702 110306649 1 EPS8L3
20042807 20085239 16 GPR139
27139721 27142430 7 HOXA2
116148597 116163613 9 ALAD
78532012 78623038 5 JMY
1549444 1553371 17 RILP
136289025 136482840 2 R3HDM1
47487496 47587121 11 CELF1
6130950 6159420 10 RBM17
36531499 36573752 20 VSTM2L
126036502 126104082 8 KIAA0196
56148440 56160689 7 PHKG1
179233388 179265078 5 SQSTM1
20320894 20339130 16 GP2
116169515 116172952 9 POLE3
53701240 53718648 12 AAAS
24641062 24649463 14 REC8
38032417 38061536 1 GNL2
39903225 39919054 19 PLEKHG2
21621845 21654603 12 RECQL
36611409 36661870 20 TTI1
16059818 16060768 19 OR10H4
116172334 116191964 9 C9orf43
53196898 53241716 14 STYX
102277472 102283238 7 UPK3BL
140078265 140086248 5 ZMAT2
53241912 53258386 14 GNPNAT1
83924655 83953466 15 BNC1
38076951 38100595 1 RSPO1
54704610 54752862 19 RPS9
99344131 99436191 10 PI4K2A
3804022 3869030 19 ZFR2
110452864 110473614 1 CSF1
140165876 140391929 5 PCDHA1
16177831 16213813 19 TPM4
170683968 170940641 2 UBR3
100867486 100958191 12 NR1H4
84115980 84287495 15 SH3GL3
27145803 27192200 7 HOXA3
50702142 50709196 22 MAPK11
102290772 102301847 7 SPDYE2B
38147242 38157914 1 C1orf109
48859428 48982880 2 LHCGR
27168126 27170418 7 HOXA4
100484918 100545156 4 MTTP
27180671 27183287 7 HOXA5
7143333 7146089 17 GABARAP
36661948 36720768 20 RPRD1B
105475910 105487485 14 CDCA4
27185015 27190222 7 HOXA6
1553923 1588176 17 PRPF8
236546 252983 11 PSMD13
129847700 129856683 7 SSMEM1
27193335 27197555 7 HOXA7
99349450 99350690 10 C10orf62
27202054 27210117 7 HOXA9
53323986 53419153 14 FERMT2
85405267 85522184 11 SYTL2
129906667 129929638 7 CPA2
99374310 99393344 10 MORN4
102389418 102449672 7 FAM185A
16222439 16245044 19 RAB8A
20344374 20367623 16 UMOD
27210210 27219880 7 HOXA10
54720147 54746602 19 LILRB3
78668459 78810040 5 HOMER1
110527308 110566357 1 AHCYL1
105515728 105531782 14 GPR132
27221129 27224842 7 HOXA11
101280706 101285290 3 TRMT10C
84322838 84708594 15 ADAMTSL3
27233122 27239725 7 HOXA13
126290625 126327398 3 TXNRD3NB
56169262 56174269 7 CHCHD2
99437181 99447080 10 AVPI1
27282164 27290112 7 EVX1
50713408 50746056 22 PLXNB2
17206649 17250977 17 NT5M
16244838 16269386 19 HSH2D
39923847 39926588 19 RPS16
94138531 94186331 7 CASD1
99472930 99477907 10 MARVELD1
116207011 116360018 9 RGS3
126423063 126679249 3 CHCHD6
6308881 6347425 12 CD9
3879862 3928077 19 ATCAY
68424446 68473055 4 STAP1
7146910 7155810 17 CTDNEP1
16272179 16284336 19 CIB3
131895106 131949369 6 MED23
47586888 47606114 11 NDUFS3
140174444 140391929 5 PCDHA2
129769601 129872730 11 PRDM10
21654715 21671342 12 GOLT1B
16296191 16302857 19 FAM32A
59892739 59996017 5 DEPDC1B
110574199 110617263 1 STRIP1
36756863 36794980 20 TGM2
129932974 129964020 7 CPA4
20370492 20416059 16 PDILT
48636435 48648409 3 UQCRC1
101292939 101313281 3 PCNP
156052364 156109880 1 LMNA
47586982 47595013 11 PTPMT1
15783223 15798586 1 CELA2A
68478370 68566897 4 UBA6
3933101 3942414 19 NMRK2
17380300 17396540 17 MED9
78907943 78982471 5 PAPD4
15792404 15817895 1 CELA2B
36838890 36889174 20 KIAA1755
47593749 47600567 11 KBTBD4
56182374 56184093 7 NUPR1L
90014333 90034468 16 DEF8
20420856 20452658 16 ACSM5
110602616 110613322 1 ALX3
6186881 6277495 10 PFKFB3
57187321 57207571 7 ZNF479
16308389 16346160 19 AP1M1
110655062 110656569 1 UBL4B
