Approved Symbol	Gene family description
HLA-V	Histocompatibility complex
HLA-W	Histocompatibility complex
HLA-X	Histocompatibility complex
HLA-Y	Histocompatibility complex
HLA-Z	Histocompatibility complex
HDAC1	Histone deacetylases, class I
HDAC2	Histone deacetylases, class I
HDAC3	Histone deacetylases, class I
HDAC8	Histone deacetylases, class I
HDAC4	Histone deacetylases, class IIA
HDAC5	Histone deacetylases, class IIA
HDAC7	Histone deacetylases, class IIA
HDAC9	Histone deacetylases, class IIA
HDAC6	Histone deacetylases, class IIB
HDAC10	Histone deacetylases, class IIB
HDAC11	Histone deacetylases, class IV
H1F0	Histones
H1FNT	Histones
H1FOO	Histones
H1FX	Histones
H2AFB1	Histones
H2AFB2	Histones
H2AFB3	Histones
H2AFJ	Histones
H2AFV	Histones
H2AFVP1	Histones
H2AFX	Histones
H2AFY	Histones
H2AFY2	Histones
H2AFZ	Histones
H2AFZP1	Histones
H2AFZP2	Histones
H2AFZP3	Histones
H2AFZP4	Histones
H2AFZP5	Histones
H2AFZP6	Histones
H2BFM	Histones
H2BFS	Histones
H2BFWT	Histones
H2BFXP	Histones
H3F3A	Histones
H3F3AP1	Histones
H3F3AP2	Histones
H3F3B	Histones
H3F3C	Histones
HIST1H1A	Histones
HIST1H1B	Histones
HIST1H1C	Histones
HIST1H1D	Histones
HIST1H1E	Histones
HIST1H1PS1	Histones
HIST1H1PS2	Histones
HIST1H1T	Histones
HIST1H2AA	Histones
HIST1H2AB	Histones
HIST1H2AC	Histones
HIST1H2AD	Histones
HIST1H2AE	Histones
HIST1H2AG	Histones
HIST1H2AH	Histones
HIST1H2AI	Histones
HIST1H2AJ	Histones
HIST1H2AK	Histones
HIST1H2AL	Histones
HIST1H2AM	Histones
HIST1H2APS1	Histones
HIST1H2APS2	Histones
HIST1H2APS3	Histones
HIST1H2APS4	Histones
HIST1H2APS5	Histones
HIST1H2BA	Histones
HIST1H2BB	Histones
HIST1H2BC	Histones
HIST1H2BD	Histones
HIST1H2BE	Histones
HIST1H2BF	Histones
HIST1H2BG	Histones
HIST1H2BH	Histones
HIST1H2BI	Histones
HIST1H2BJ	Histones
HIST1H2BK	Histones
HIST1H2BL	Histones
HIST1H2BM	Histones
HIST1H2BN	Histones
HIST1H2BO	Histones
HIST1H2BPS1	Histones
HIST1H2BPS2	Histones
HIST1H3A	Histones
HIST1H3B	Histones
HIST1H3C	Histones
HIST1H3D	Histones
HIST1H3E	Histones
HIST1H3F	Histones
HIST1H3G	Histones
HIST1H3H	Histones
HIST1H3I	Histones
HIST1H3J	Histones
HIST1H3PS1	Histones
HIST1H4A	Histones
HIST1H4B	Histones
HIST1H4C	Histones
HIST1H4D	Histones
HIST1H4E	Histones
HIST1H4F	Histones
HIST1H4G	Histones
HIST1H4H	Histones
HIST1H4I	Histones
HIST1H4J	Histones
HIST1H4K	Histones
HIST1H4L	Histones
HIST1H4PS1	Histones
HIST2H2AA3	Histones
HIST2H2AA4	Histones
HIST2H2AB	Histones
HIST2H2AC	Histones
HIST2H2BA	Histones
HIST2H2BB	Histones
HIST2H2BC	Histones
HIST2H2BD	Histones
HIST2H2BE	Histones
HIST2H2BF	Histones
HIST2H3A	Histones
HIST2H3C	Histones
HIST2H3D	Histones
HIST2H3PS2	Histones
HIST2H4A	Histones
HIST2H4B	Histones
HIST3H2A	Histones
HIST3H2BA	Histones
HIST3H2BB	Histones
HIST3H3	Histones
HIST4H4	Histones
HMBOX1	HNF class homeoboxes
HNF1A	HNF class homeoboxes
HNF1B	HNF class homeoboxes
HOMER1	Homer scaffolding proteins 
HOMER2	Homer scaffolding proteins 
HOMER3	Homer scaffolding proteins 
CDX1	HOXL subclass homeoboxes
CDX2	HOXL subclass homeoboxes
CDX4	HOXL subclass homeoboxes
EVX1	HOXL subclass homeoboxes
EVX2	HOXL subclass homeoboxes
GBX1	HOXL subclass homeoboxes
GBX2	HOXL subclass homeoboxes
GSX1	HOXL subclass homeoboxes
GSX2	HOXL subclass homeoboxes
HOXA1	HOXL subclass homeoboxes
HOXA10	HOXL subclass homeoboxes
HOXA11	HOXL subclass homeoboxes
HOXA13	HOXL subclass homeoboxes
HOXA2	HOXL subclass homeoboxes
HOXA3	HOXL subclass homeoboxes
HOXA4	HOXL subclass homeoboxes
HOXA5	HOXL subclass homeoboxes
HOXA6	HOXL subclass homeoboxes
HOXA7	HOXL subclass homeoboxes
HOXA9	HOXL subclass homeoboxes
HOXB1	HOXL subclass homeoboxes
HOXB13	HOXL subclass homeoboxes
HOXB2	HOXL subclass homeoboxes
HOXB3	HOXL subclass homeoboxes
HOXB4	HOXL subclass homeoboxes
HOXB5	HOXL subclass homeoboxes
HOXB6	HOXL subclass homeoboxes
HOXB7	HOXL subclass homeoboxes
HOXB8	HOXL subclass homeoboxes
HOXB9	HOXL subclass homeoboxes
HOXC10	HOXL subclass homeoboxes
HOXC11	HOXL subclass homeoboxes
HOXC12	HOXL subclass homeoboxes
HOXC13	HOXL subclass homeoboxes
HOXC4	HOXL subclass homeoboxes
HOXC5	HOXL subclass homeoboxes
HOXC6	HOXL subclass homeoboxes
HOXC8	HOXL subclass homeoboxes
HOXC9	HOXL subclass homeoboxes
HOXD1	HOXL subclass homeoboxes
HOXD10	HOXL subclass homeoboxes
HOXD11	HOXL subclass homeoboxes
HOXD12	HOXL subclass homeoboxes
HOXD13	HOXL subclass homeoboxes
HOXD3	HOXL subclass homeoboxes
HOXD4	HOXL subclass homeoboxes
HOXD8	HOXL subclass homeoboxes
HOXD9	HOXL subclass homeoboxes
MEOX1	HOXL subclass homeoboxes
MEOX2	HOXL subclass homeoboxes
MNX1	HOXL subclass homeoboxes
PDX1	HOXL subclass homeoboxes
HRASLS	HRAS like suppressor family
HRASLS2	HRAS like suppressor family
HRASLS5	HRAS like suppressor family
RARRES3	HRAS like suppressor family
PLA2G16	HRAS like suppressor family
ACAN	Hyalectan proteoglycans
BCAN	Hyalectan proteoglycans
NCAN	Hyalectan proteoglycans
VCAN	Hyalectan proteoglycans
HVCN1	Hydrogen voltage gated channels
HCAR1	Hydroxy-carboxylic acid receptors
HCAR2	Hydroxy-carboxylic acid receptors
HCAR3	Hydroxy-carboxylic acid receptors
HCRTR1	Hypocretin receptors
HCRTR2	Hypocretin receptors
BAIAP2	I-BAR domain containing
BAIAP2L1	I-BAR domain containing
BAIAP2L2	I-BAR domain containing
MTSS1	I-BAR domain containing
MTSS1L	I-BAR domain containing
ADAMTSL1	I-set domain containing
ADAMTSL3	I-set domain containing
ALPK2	I-set domain containing
ALPK3	I-set domain containing
BOC	I-set domain containing
BSG	I-set domain containing
CADM2	I-set domain containing
CD101	I-set domain containing
CDON	I-set domain containing
CEACAM20	I-set domain containing
CEACAM5	I-set domain containing
CHL1	I-set domain containing
CLMP	I-set domain containing
CNTN1	I-set domain containing
CNTN2	I-set domain containing
CNTN3	I-set domain containing
CNTN4	I-set domain containing
CNTN5	I-set domain containing
CNTN6	I-set domain containing
DCC	I-set domain containing
DSCAM	I-set domain containing
DSCAML1	I-set domain containing
EMB	I-set domain containing
FGFR1	I-set domain containing
FGFR2	I-set domain containing
FGFR3	I-set domain containing
FGFR4	I-set domain containing
FGFRL1	I-set domain containing
FLT1	I-set domain containing
FLT4	I-set domain containing
FSTL4	I-set domain containing
FSTL5	I-set domain containing
ADGRF5	I-set domain containing
ADGRA3	I-set domain containing
HEPACAM2	I-set domain containing
HMCN1	I-set domain containing
HMCN2	I-set domain containing
HSPG2	I-set domain containing
IGDCC3	I-set domain containing
IGDCC4	I-set domain containing
IGFBP7	I-set domain containing
IGFBPL1	I-set domain containing
IGFN1	I-set domain containing
IGSF10	I-set domain containing
IGSF11	I-set domain containing
IGSF22	I-set domain containing
IGSF5	I-set domain containing
IGSF9	I-set domain containing
IGSF9B	I-set domain containing
IL1R1	I-set domain containing
IL1RAPL1	I-set domain containing
IL1RL1	I-set domain containing
ISLR	I-set domain containing
JAM2	I-set domain containing
KALRN	I-set domain containing
KAZALD1	I-set domain containing
KDR	I-set domain containing
KIRREL	I-set domain containing
KIRREL2	I-set domain containing
KIRREL3	I-set domain containing
L1CAM	I-set domain containing
LINGO1	I-set domain containing
LINGO2	I-set domain containing
LINGO3	I-set domain containing
LINGO4	I-set domain containing
LRFN1	I-set domain containing
LRFN2	I-set domain containing
LRFN3	I-set domain containing
LRFN4	I-set domain containing
LRFN5	I-set domain containing
LRIG1	I-set domain containing
LRIG2	I-set domain containing
LRIG3	I-set domain containing
LRIT1	I-set domain containing
LRIT2	I-set domain containing
LRIT3	I-set domain containing
LRRC24	I-set domain containing
LRRC4	I-set domain containing
LRRC4B	I-set domain containing
LRRC4C	I-set domain containing
LRRN1	I-set domain containing
LRRN2	I-set domain containing
LRRN3	I-set domain containing
LSAMP	I-set domain containing
MAG	I-set domain containing
MDGA1	I-set domain containing
MDGA2	I-set domain containing
MERTK	I-set domain containing
MFAP3	I-set domain containing
MFAP3L	I-set domain containing
MUSK	I-set domain containing
MXRA5	I-set domain containing
MYBPC1	I-set domain containing
MYBPC2	I-set domain containing
MYBPC3	I-set domain containing
MYBPH	I-set domain containing
MYBPHL	I-set domain containing
MYLK	I-set domain containing
MYOM1	I-set domain containing
MYOM2	I-set domain containing
MYOM3	I-set domain containing
MYOT	I-set domain containing
MYPN	I-set domain containing
NCAM1	I-set domain containing
NCAM2	I-set domain containing
NEGR1	I-set domain containing
NEO1	I-set domain containing
NEXN	I-set domain containing
NFASC	I-set domain containing
NPTN	I-set domain containing
NRCAM	I-set domain containing
NRG1	I-set domain containing
NRG2	I-set domain containing
NTM	I-set domain containing
NTRK2	I-set domain containing
NTRK3	I-set domain containing
OBSCN	I-set domain containing
OBSL1	I-set domain containing
OPCML	I-set domain containing
PALLD	I-set domain containing
PAPLN	I-set domain containing
PDGFRA	I-set domain containing
PDGFRB	I-set domain containing
PDGFRL	I-set domain containing
PRTG	I-set domain containing
PTK7	I-set domain containing
PTPRD	I-set domain containing
PTPRF	I-set domain containing
PTPRM	I-set domain containing
PTPRS	I-set domain containing
NECTIN3	I-set domain containing
PXDN	I-set domain containing
PXDNL	I-set domain containing
ROBO1	I-set domain containing
ROBO2	I-set domain containing
ROBO3	I-set domain containing
ROBO4	I-set domain containing
ROR1	I-set domain containing
ROR2	I-set domain containing
SDK1	I-set domain containing
SDK2	I-set domain containing
SEMA3C	I-set domain containing
SIGLEC1	I-set domain containing
SIGLEC11	I-set domain containing
SIGLEC12	I-set domain containing
SIGLEC16	I-set domain containing
SIGLEC6	I-set domain containing
SPEG	I-set domain containing
TMIGD1	I-set domain containing
TRIO	I-set domain containing
TTN	I-set domain containing
TYRO3	I-set domain containing
UNC5A	I-set domain containing
UNC5B	I-set domain containing
UNC5C	I-set domain containing
UNC5D	I-set domain containing
VCAM1	I-set domain containing
VSIG10	I-set domain containing
VSIG2	I-set domain containing
WFIKKN1	I-set domain containing
WFIKKN2	I-set domain containing
OPCML	IgLON cell adhesion molecules
NTM	IgLON cell adhesion molecules
LSAMP	IgLON cell adhesion molecules
NEGR1	IgLON cell adhesion molecules
IGLON5	IgLON cell adhesion molecules
IGHD1OR15-1A	Immunoglobulin heavy (IGH) orphons
IGHD1OR15-1B	Immunoglobulin heavy (IGH) orphons
IGHD2OR15-2A	Immunoglobulin heavy (IGH) orphons
IGHD2OR15-2B	Immunoglobulin heavy (IGH) orphons
IGHD3OR15-3A	Immunoglobulin heavy (IGH) orphons
IGHD3OR15-3B	Immunoglobulin heavy (IGH) orphons
IGHD4OR15-4A	Immunoglobulin heavy (IGH) orphons
IGHD4OR15-4B	Immunoglobulin heavy (IGH) orphons
IGHD5OR15-5A	Immunoglobulin heavy (IGH) orphons
IGHD5OR15-5B	Immunoglobulin heavy (IGH) orphons
IGHEP2	Immunoglobulin heavy (IGH) orphons
IGHV1OR15-1	Immunoglobulin heavy (IGH) orphons
IGHV1OR15-2	Immunoglobulin heavy (IGH) orphons
IGHV1OR15-3	Immunoglobulin heavy (IGH) orphons
IGHV1OR15-4	Immunoglobulin heavy (IGH) orphons
IGHV1OR15-5	Immunoglobulin heavy (IGH) orphons
IGHV1OR15-6	Immunoglobulin heavy (IGH) orphons
IGHV1OR15-9	Immunoglobulin heavy (IGH) orphons
IGHV1OR16-1	Immunoglobulin heavy (IGH) orphons
IGHV1OR16-2	Immunoglobulin heavy (IGH) orphons
IGHV1OR16-3	Immunoglobulin heavy (IGH) orphons
IGHV1OR16-4	Immunoglobulin heavy (IGH) orphons
IGHV1OR21-1	Immunoglobulin heavy (IGH) orphons
IGHV2OR16-5	Immunoglobulin heavy (IGH) orphons
IGHV3OR15-7	Immunoglobulin heavy (IGH) orphons
IGHV3OR16-10	Immunoglobulin heavy (IGH) orphons
IGHV3OR16-11	Immunoglobulin heavy (IGH) orphons
IGHV3OR16-12	Immunoglobulin heavy (IGH) orphons
IGHV3OR16-13	Immunoglobulin heavy (IGH) orphons
IGHV3OR16-14	Immunoglobulin heavy (IGH) orphons
IGHV3OR16-15	Immunoglobulin heavy (IGH) orphons
IGHV3OR16-16	Immunoglobulin heavy (IGH) orphons
IGHV3OR16-6	Immunoglobulin heavy (IGH) orphons
IGHV3OR16-7	Immunoglobulin heavy (IGH) orphons
IGHV3OR16-8	Immunoglobulin heavy (IGH) orphons
IGHV3OR16-9	Immunoglobulin heavy (IGH) orphons
IGHV4OR15-8	Immunoglobulin heavy (IGH) orphons
IGH	Immunoglobulin heavy locus at 14q32.33
IGHA1	Immunoglobulin heavy locus at 14q32.33
IGHA2	Immunoglobulin heavy locus at 14q32.33
IGHD	Immunoglobulin heavy locus at 14q32.33
IGHD1-1	Immunoglobulin heavy locus at 14q32.33
IGHD1-14	Immunoglobulin heavy locus at 14q32.33
IGHD1-20	Immunoglobulin heavy locus at 14q32.33
IGHD1-26	Immunoglobulin heavy locus at 14q32.33
IGHD1-7	Immunoglobulin heavy locus at 14q32.33
IGHD2-15	Immunoglobulin heavy locus at 14q32.33
IGHD2-2	Immunoglobulin heavy locus at 14q32.33
IGHD2-21	Immunoglobulin heavy locus at 14q32.33
IGHD2-8	Immunoglobulin heavy locus at 14q32.33
IGHD3-10	Immunoglobulin heavy locus at 14q32.33
IGHD3-16	Immunoglobulin heavy locus at 14q32.33
IGHD3-22	Immunoglobulin heavy locus at 14q32.33
IGHD3-3	Immunoglobulin heavy locus at 14q32.33
IGHD3-9	Immunoglobulin heavy locus at 14q32.33
IGHD4-11	Immunoglobulin heavy locus at 14q32.33
IGHD4-17	Immunoglobulin heavy locus at 14q32.33
IGHD4-23	Immunoglobulin heavy locus at 14q32.33
IGHD4-4	Immunoglobulin heavy locus at 14q32.33
IGHD5-12	Immunoglobulin heavy locus at 14q32.33
IGHD5-18	Immunoglobulin heavy locus at 14q32.33
IGHD5-24	Immunoglobulin heavy locus at 14q32.33
IGHD5-5	Immunoglobulin heavy locus at 14q32.33
IGHD6-13	Immunoglobulin heavy locus at 14q32.33
IGHD6-19	Immunoglobulin heavy locus at 14q32.33
IGHD6-25	Immunoglobulin heavy locus at 14q32.33
IGHD6-6	Immunoglobulin heavy locus at 14q32.33
IGHD7-27	Immunoglobulin heavy locus at 14q32.33
IGHE	Immunoglobulin heavy locus at 14q32.33
IGHEP1	Immunoglobulin heavy locus at 14q32.33
IGHG1	Immunoglobulin heavy locus at 14q32.33
IGHG2	Immunoglobulin heavy locus at 14q32.33
IGHG3	Immunoglobulin heavy locus at 14q32.33
IGHG4	Immunoglobulin heavy locus at 14q32.33
IGHGP	Immunoglobulin heavy locus at 14q32.33
IGHJ1	Immunoglobulin heavy locus at 14q32.33
IGHJ1P	Immunoglobulin heavy locus at 14q32.33
IGHJ2	Immunoglobulin heavy locus at 14q32.33
IGHJ2P	Immunoglobulin heavy locus at 14q32.33
IGHJ3	Immunoglobulin heavy locus at 14q32.33
IGHJ3P	Immunoglobulin heavy locus at 14q32.33
IGHJ4	Immunoglobulin heavy locus at 14q32.33
IGHJ5	Immunoglobulin heavy locus at 14q32.33
IGHJ6	Immunoglobulin heavy locus at 14q32.33
IGHM	Immunoglobulin heavy locus at 14q32.33
IGHV1-12	Immunoglobulin heavy locus at 14q32.33
IGHV1-14	Immunoglobulin heavy locus at 14q32.33
IGHV1-17	Immunoglobulin heavy locus at 14q32.33
IGHV1-18	Immunoglobulin heavy locus at 14q32.33
IGHV1-2	Immunoglobulin heavy locus at 14q32.33
IGHV1-24	Immunoglobulin heavy locus at 14q32.33
IGHV1-3	Immunoglobulin heavy locus at 14q32.33
IGHV1-38-4	Immunoglobulin heavy locus at 14q32.33
IGHV1-45	Immunoglobulin heavy locus at 14q32.33
IGHV1-46	Immunoglobulin heavy locus at 14q32.33
IGHV1-58	Immunoglobulin heavy locus at 14q32.33
IGHV1-67	Immunoglobulin heavy locus at 14q32.33
IGHV1-68	Immunoglobulin heavy locus at 14q32.33
IGHV1-69	Immunoglobulin heavy locus at 14q32.33
IGHV1-69-2	Immunoglobulin heavy locus at 14q32.33
IGHV1-69D	Immunoglobulin heavy locus at 14q32.33
IGHV1-8	Immunoglobulin heavy locus at 14q32.33
IGHV2-10	Immunoglobulin heavy locus at 14q32.33
IGHV2-26	Immunoglobulin heavy locus at 14q32.33
IGHV2-5	Immunoglobulin heavy locus at 14q32.33
IGHV2-70	Immunoglobulin heavy locus at 14q32.33
IGHV2-70D	Immunoglobulin heavy locus at 14q32.33
IGHV3-11	Immunoglobulin heavy locus at 14q32.33
IGHV3-13	Immunoglobulin heavy locus at 14q32.33
IGHV3-15	Immunoglobulin heavy locus at 14q32.33
IGHV3-16	Immunoglobulin heavy locus at 14q32.33
IGHV3-19	Immunoglobulin heavy locus at 14q32.33
IGHV3-20	Immunoglobulin heavy locus at 14q32.33
IGHV3-21	Immunoglobulin heavy locus at 14q32.33
IGHV3-22	Immunoglobulin heavy locus at 14q32.33
IGHV3-23	Immunoglobulin heavy locus at 14q32.33
IGHV3-25	Immunoglobulin heavy locus at 14q32.33
IGHV3-29	Immunoglobulin heavy locus at 14q32.33
IGHV3-30	Immunoglobulin heavy locus at 14q32.33
IGHV3-30-2	Immunoglobulin heavy locus at 14q32.33
IGHV3-30-3	Immunoglobulin heavy locus at 14q32.33
IGHV3-30-5	Immunoglobulin heavy locus at 14q32.33
IGHV3-32	Immunoglobulin heavy locus at 14q32.33
IGHV3-33	Immunoglobulin heavy locus at 14q32.33
IGHV3-33-2	Immunoglobulin heavy locus at 14q32.33
IGHV3-35	Immunoglobulin heavy locus at 14q32.33
IGHV3-36	Immunoglobulin heavy locus at 14q32.33
IGHV3-37	Immunoglobulin heavy locus at 14q32.33
IGHV3-38	Immunoglobulin heavy locus at 14q32.33
IGHV3-38-3	Immunoglobulin heavy locus at 14q32.33
IGHV3-41	Immunoglobulin heavy locus at 14q32.33
IGHV3-42	Immunoglobulin heavy locus at 14q32.33
IGHV3-43	Immunoglobulin heavy locus at 14q32.33
IGHV3-43D	Immunoglobulin heavy locus at 14q32.33
IGHV3-47	Immunoglobulin heavy locus at 14q32.33
IGHV3-48	Immunoglobulin heavy locus at 14q32.33
IGHV3-49	Immunoglobulin heavy locus at 14q32.33
IGHV3-50	Immunoglobulin heavy locus at 14q32.33
IGHV3-52	Immunoglobulin heavy locus at 14q32.33
IGHV3-53	Immunoglobulin heavy locus at 14q32.33
IGHV3-54	Immunoglobulin heavy locus at 14q32.33
IGHV3-57	Immunoglobulin heavy locus at 14q32.33
IGHV3-6	Immunoglobulin heavy locus at 14q32.33
IGHV3-60	Immunoglobulin heavy locus at 14q32.33
IGHV3-62	Immunoglobulin heavy locus at 14q32.33
IGHV3-63	Immunoglobulin heavy locus at 14q32.33
IGHV3-64	Immunoglobulin heavy locus at 14q32.33
IGHV3-65	Immunoglobulin heavy locus at 14q32.33
IGHV3-66	Immunoglobulin heavy locus at 14q32.33
IGHV3-69-1	Immunoglobulin heavy locus at 14q32.33
IGHV3-7	Immunoglobulin heavy locus at 14q32.33
IGHV3-71	Immunoglobulin heavy locus at 14q32.33
IGHV3-72	Immunoglobulin heavy locus at 14q32.33
IGHV3-73	Immunoglobulin heavy locus at 14q32.33
IGHV3-74	Immunoglobulin heavy locus at 14q32.33
IGHV3-75	Immunoglobulin heavy locus at 14q32.33
IGHV3-76	Immunoglobulin heavy locus at 14q32.33
IGHV3-79	Immunoglobulin heavy locus at 14q32.33
IGHV3-9	Immunoglobulin heavy locus at 14q32.33
IGHV4-28	Immunoglobulin heavy locus at 14q32.33
IGHV4-30-1	Immunoglobulin heavy locus at 14q32.33
IGHV4-30-2	Immunoglobulin heavy locus at 14q32.33
IGHV4-30-4	Immunoglobulin heavy locus at 14q32.33
